
Am adaugat locatar nou: 2 - Tue May 14 19:48:23 EEST 2019
Am adaugat locatar nou: 2 - Tue May 14 19:49:07 EEST 2019
Am afisat locatarii - Mon May 20 09:32:36 EEST 2019
Am afisat locatarii - Sat Jun 01 20:40:29 EEST 2019
S-a modificat salariul administraorului  - Sat Jun 01 21:29:13 EEST 2019
